Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2022-06-18 14:42:00,Chennai,TRAFFIC VIOLATION,21,F,14:42:00
2022-06-18 12:43:00,Kanpur,HOMICIDE,60,M,12:43:00
2022-06-18 15:20:00,Delhi,KIDNAPPING,11,M,15:20:00
2022-06-18 12:04:00,Nashik,BURGLARY,34,X,12:04:00
2022-06-19 01:55:00,Mumbai,PUBLIC INTOXICATION,51,F,01:55:00
2022-06-18 19:08:00,Jaipur,SHOPLIFTING,40,X,19:08:00
2022-06-18 16:37:00,Kolkata,ARSON,14,F,16:37:00
2022-06-18 08:07:00,Kanpur,VANDALISM,51,X,08:07:00
2022-06-18 08:32:00,Bangalore,PUBLIC INTOXICATION,23,F,08:32:00
2022-06-18 15:58:00,Mumbai,FRAUD,66,F,15:58:00
2022-06-19 04:00:00,Jaipur,DOMESTIC VIOLENCE,46,X,04:00:00
2022-06-18 13:14:00,Jaipur,ILLEGAL POSSESSION,17,F,13:14:00
2022-06-19 04:22:00,Delhi,FIREARM OFFENSE,19,M,04:22:00
2022-06-19 11:44:00,Visakhapatnam,ASSAULT,45,X,11:44:00
2022-06-19 12:09:00,Chennai,COUNTERFEITING,72,X,12:09:00
2022-06-19 06:12:00,Delhi,SHOPLIFTING,13,F,06:12:00
2022-06-19 09:51:00,Thane,COUNTERFEITING,31,F,09:51:00
2022-06-19 02:30:00,Ghaziabad,FRAUD,45,F,02:30:00
2022-06-19 07:57:00,Lucknow,VANDALISM,76,F,07:57:00
2022-06-19 15:30:00,Delhi,DRUG OFFENSE,33,X,15:30:00
2022-06-19 17:33:00,Kalyan,KIDNAPPING,69,F,17:33:00
2022-06-19 17:41:00,Kolkata,SEXUAL ASSAULT,56,F,17:41:00
2022-06-19 19:48:00,Bangalore,FIREARM OFFENSE,26,M,19:48:00
2022-06-19 10:32:00,Lucknow,PUBLIC INTOXICATION,63,F,10:32:00
2022-06-19 10:26:00,Patna,CYBERCRIME,74,F,10:26:00
2022-06-19 06:14:00,Lucknow,SHOPLIFTING,65,X,06:14:00
2022-06-19 10:03:00,Bangalore,IDENTITY THEFT,22,X,10:03:00
2022-06-20 02:16:00,Chennai,DOMESTIC VIOLENCE,76,F,02:16:00
2022-06-19 17:02:00,Hyderabad,DOMESTIC VIOLENCE,44,F,17:02:00
2022-06-19 10:58:00,Kanpur,EXTORTION,42,X,10:58:00
2022-06-19 07:20:00,Delhi,IDENTITY THEFT,30,F,07:20:00
2022-06-19 21:49:00,Kalyan,BURGLARY,46,X,21:49:00
2022-06-20 01:50:00,Hyderabad,HOMICIDE,77,F,01:50:00
2022-06-19 13:03:00,Kolkata,DOMESTIC VIOLENCE,51,F,13:03:00
2022-06-20 07:14:00,Hyderabad,EXTORTION,16,F,07:14:00
2022-06-19 14:16:00,Lucknow,SHOPLIFTING,52,F,14:16:00
2022-06-19 21:57:00,Lucknow,SEXUAL ASSAULT,39,F,21:57:00
2022-06-19 20:07:00,Nagpur,SEXUAL ASSAULT,50,F,20:07:00
2022-06-20 01:26:00,Chennai,IDENTITY THEFT,16,M,01:26:00
2022-06-20 09:00:00,Surat,DRUG OFFENSE,26,M,09:00:00
2022-06-20 13:24:00,Jaipur,COUNTERFEITING,11,M,13:24:00
2022-06-20 09:46:00,Patna,KIDNAPPING,52,M,09:46:00
2022-06-20 00:10:00,Kolkata,HOMICIDE,44,M,00:10:00
2022-06-20 10:26:00,Bangalore,FIREARM OFFENSE,53,X,10:26:00
2022-06-20 15:44:00,Bangalore,CYBERCRIME,37,M,15:44:00
2022-06-20 17:19:00,Kolkata,VEHICLE - STOLEN,27,F,17:19:00
2022-06-20 15:52:00,Bangalore,DRUG OFFENSE,24,M,15:52:00
2022-06-20 09:42:00,Delhi,ASSAULT,39,X,09:42:00
2022-06-20 11:46:00,Delhi,FRAUD,65,F,11:46:00
2022-06-20 13:37:00,Kanpur,TRAFFIC VIOLATION,27,X,13:37:00
2022-06-20 15:51:00,Delhi,IDENTITY THEFT,77,X,15:51:00
2022-06-20 04:09:00,Delhi,COUNTERFEITING,63,F,04:09:00
2022-06-20 20:44:00,Kanpur,ASSAULT,44,M,20:44:00
2022-06-20 17:56:00,Surat,TRAFFIC VIOLATION,51,M,17:56:00
2022-06-21 02:04:00,Kanpur,PUBLIC INTOXICATION,74,X,02:04:00
2022-06-20 19:08:00,Meerut,TRAFFIC VIOLATION,62,F,19:08:00
2022-06-21 05:52:00,Ahmedabad,SHOPLIFTING,16,M,05:52:00
2022-06-21 00:22:00,Delhi,CYBERCRIME,74,M,00:22:00
2022-06-20 22:33:00,Varanasi,EXTORTION,59,M,22:33:00
2022-06-21 03:50:00,Ghaziabad,ARSON,66,X,03:50:00
2022-06-21 10:22:00,Jaipur,DRUG OFFENSE,48,M,10:22:00
2022-06-21 09:59:00,Varanasi,CYBERCRIME,10,X,09:59:00
2022-06-20 18:51:00,Bangalore,EXTORTION,79,X,18:51:00
2022-06-21 07:01:00,Bangalore,VEHICLE - STOLEN,41,X,07:01:00
2022-06-21 05:51:00,Kalyan,VANDALISM,22,F,05:51:00
2022-06-21 05:31:00,Delhi,IDENTITY THEFT,75,X,05:31:00
2022-06-21 15:45:00,Bhopal,ARSON,37,F,15:45:00
2022-06-21 01:30:00,Delhi,BURGLARY,76,F,01:30:00
2022-06-21 07:22:00,Bangalore,ARSON,38,X,07:22:00
2022-06-21 15:39:00,Ahmedabad,ROBBERY,16,F,15:39:00
2022-06-20 22:34:00,Delhi,COUNTERFEITING,59,F,22:34:00
2022-06-21 21:33:00,Hyderabad,COUNTERFEITING,52,M,21:33:00
2022-06-21 10:00:00,Nagpur,DOMESTIC VIOLENCE,52,X,10:00:00
2022-06-21 15:12:00,Delhi,SEXUAL ASSAULT,12,M,15:12:00
2022-06-21 15:54:00,Kolkata,ARSON,45,X,15:54:00
2022-06-21 11:03:00,Chennai,COUNTERFEITING,59,X,11:03:00
2022-06-21 06:04:00,Lucknow,DRUG OFFENSE,60,F,06:04:00
2022-06-21 16:35:00,Kanpur,VANDALISM,23,X,16:35:00
2022-06-21 16:22:00,Lucknow,TRAFFIC VIOLATION,11,F,16:22:00
2022-06-21 10:00:00,Kanpur,FRAUD,74,F,10:00:00
2022-06-21 10:16:00,Delhi,CYBERCRIME,32,M,10:16:00
2022-06-22 02:35:00,Delhi,ARSON,12,X,02:35:00
2022-06-21 15:34:00,Pune,PUBLIC INTOXICATION,28,X,15:34:00
2022-06-22 02:10:00,Chennai,SEXUAL ASSAULT,55,F,02:10:00
2022-06-22 02:00:00,Delhi,PUBLIC INTOXICATION,51,X,02:00:00
2022-06-22 05:44:00,Thane,ARSON,51,F,05:44:00
2022-06-22 07:11:00,Jaipur,ROBBERY,28,M,07:11:00
2022-06-22 11:55:00,Kolkata,VEHICLE - STOLEN,28,X,11:55:00
2022-06-22 13:51:00,Thane,EXTORTION,42,F,13:51:00
2022-06-22 02:40:00,Jaipur,BURGLARY,30,F,02:40:00
2022-06-22 03:22:00,Rajkot,SEXUAL ASSAULT,41,M,03:22:00
2022-06-21 21:26:00,Indore,FIREARM OFFENSE,14,F,21:26:00
2022-06-21 23:38:00,Lucknow,IDENTITY THEFT,75,M,23:38:00
2022-06-22 09:38:00,Faridabad,ROBBERY,12,M,09:38:00
2022-06-22 00:32:00,Mumbai,FIREARM OFFENSE,42,F,00:32:00
2022-06-22 06:24:00,Pune,TRAFFIC VIOLATION,72,X,06:24:00
2022-06-22 15:05:00,Lucknow,ILLEGAL POSSESSION,62,X,15:05:00
2022-06-22 11:20:00,Chennai,CYBERCRIME,10,M,11:20:00
2022-06-22 18:59:00,Ludhiana,ASSAULT,37,X,18:59:00
2022-06-22 21:10:00,Hyderabad,DOMESTIC VIOLENCE,64,M,21:10:00
2022-06-22 17:08:00,Bangalore,PUBLIC INTOXICATION,37,X,17:08:00
2022-06-23 01:46:00,Visakhapatnam,IDENTITY THEFT,74,F,01:46:00
2022-06-22 15:22:00,Hyderabad,IDENTITY THEFT,19,F,15:22:00
2022-06-22 14:19:00,Agra,KIDNAPPING,23,M,14:19:00
2022-06-22 09:30:00,Mumbai,ASSAULT,38,X,09:30:00
2022-06-23 04:55:00,Chennai,ARSON,47,F,04:55:00
2022-06-22 20:32:00,Indore,KIDNAPPING,64,M,20:32:00
2022-06-22 16:57:00,Chennai,DRUG OFFENSE,13,X,16:57:00
2022-06-22 14:24:00,Mumbai,FIREARM OFFENSE,75,M,14:24:00
2022-06-23 03:16:00,Pune,SEXUAL ASSAULT,39,F,03:16:00
2022-06-22 15:57:00,Mumbai,HOMICIDE,19,F,15:57:00
2022-06-23 01:45:00,Hyderabad,FRAUD,39,M,01:45:00
2022-06-23 05:31:00,Visakhapatnam,EXTORTION,26,M,05:31:00
2022-06-23 12:15:00,Bhopal,ROBBERY,61,X,12:15:00
2022-06-23 07:12:00,Visakhapatnam,FIREARM OFFENSE,33,F,07:12:00
2022-06-23 06:05:00,Hyderabad,ROBBERY,17,F,06:05:00
2022-06-23 10:47:00,Kolkata,HOMICIDE,76,F,10:47:00
2022-06-22 23:29:00,Bhopal,ILLEGAL POSSESSION,59,F,23:29:00
2022-06-23 21:48:00,Thane,FRAUD,72,M,21:48:00
2022-06-23 22:30:00,Mumbai,IDENTITY THEFT,52,X,22:30:00
2022-06-23 01:24:00,Bangalore,DOMESTIC VIOLENCE,56,F,01:24:00
2022-06-23 04:25:00,Jaipur,FRAUD,74,M,04:25:00
2022-06-23 19:48:00,Bangalore,SHOPLIFTING,74,X,19:48:00
2022-06-23 13:17:00,Chennai,KIDNAPPING,15,M,13:17:00
2022-06-23 04:05:00,Pune,ILLEGAL POSSESSION,18,X,04:05:00
2022-06-23 20:03:00,Nagpur,VANDALISM,30,F,20:03:00
2022-06-24 02:04:00,Visakhapatnam,KIDNAPPING,37,M,02:04:00
2022-06-23 15:28:00,Pune,CYBERCRIME,63,F,15:28:00
2022-06-23 20:30:00,Patna,FRAUD,22,F,20:30:00
2022-06-24 05:28:00,Mumbai,SEXUAL ASSAULT,18,F,05:28:00
2022-06-24 08:44:00,Hyderabad,DRUG OFFENSE,33,M,08:44:00
2022-06-23 16:17:00,Kalyan,CYBERCRIME,26,M,16:17:00
2022-06-23 18:34:00,Bhopal,ARSON,16,X,18:34:00
2022-06-23 17:29:00,Pune,DOMESTIC VIOLENCE,14,M,17:29:00
2022-06-24 03:41:00,Chennai,KIDNAPPING,19,M,03:41:00
2022-06-24 05:06:00,Srinagar,TRAFFIC VIOLATION,10,M,05:06:00
2022-06-23 17:40:00,Srinagar,ARSON,67,F,17:40:00
2022-06-24 02:34:00,Lucknow,FRAUD,55,M,02:34:00
2022-06-23 21:38:00,Ghaziabad,BURGLARY,13,M,21:38:00
2022-06-24 00:40:00,Kalyan,TRAFFIC VIOLATION,75,F,00:40:00
2022-06-23 23:56:00,Mumbai,ILLEGAL POSSESSION,71,X,23:56:00
2022-06-24 16:55:00,Ghaziabad,ILLEGAL POSSESSION,22,F,16:55:00
2022-06-24 05:06:00,Hyderabad,SEXUAL ASSAULT,32,F,05:06:00
2022-06-24 00:09:00,Ahmedabad,SEXUAL ASSAULT,51,M,00:09:00
2022-06-24 22:40:00,Hyderabad,KIDNAPPING,43,X,22:40:00
2022-06-24 02:45:00,Delhi,VEHICLE - STOLEN,17,F,02:45:00
2022-06-24 05:27:00,Kolkata,EXTORTION,54,F,05:27:00
2022-06-24 21:44:00,Ahmedabad,CYBERCRIME,49,M,21:44:00
2022-06-24 13:48:00,Ahmedabad,FRAUD,35,M,13:48:00
2022-06-24 22:37:00,Delhi,BURGLARY,51,F,22:37:00
2022-06-25 02:54:00,Kanpur,COUNTERFEITING,78,F,02:54:00
2022-06-24 18:29:00,Indore,HOMICIDE,20,F,18:29:00
2022-06-24 14:27:00,Lucknow,SHOPLIFTING,10,M,14:27:00
2022-06-24 18:07:00,Meerut,FIREARM OFFENSE,43,F,18:07:00
2022-06-24 14:44:00,Hyderabad,KIDNAPPING,34,X,14:44:00
2022-06-25 02:33:00,Delhi,TRAFFIC VIOLATION,32,F,02:33:00
2022-06-25 00:06:00,Delhi,ILLEGAL POSSESSION,41,X,00:06:00
2022-06-24 16:31:00,Meerut,ARSON,17,X,16:31:00
2022-06-24 14:35:00,Lucknow,ROBBERY,26,F,14:35:00
2022-06-24 23:45:00,Lucknow,EXTORTION,16,M,23:45:00
2022-06-25 03:16:00,Kolkata,TRAFFIC VIOLATION,56,X,03:16:00
2022-06-25 06:50:00,Faridabad,ROBBERY,25,M,06:50:00
2022-06-25 17:00:00,Indore,FIREARM OFFENSE,68,F,17:00:00
2022-06-25 02:34:00,Mumbai,KIDNAPPING,29,F,02:34:00
2022-06-25 16:27:00,Thane,PUBLIC INTOXICATION,59,X,16:27:00
2022-06-25 11:13:00,Bangalore,CYBERCRIME,39,M,11:13:00
2022-06-25 00:41:00,Ghaziabad,FRAUD,32,X,00:41:00
2022-06-25 14:42:00,Chennai,DRUG OFFENSE,59,M,14:42:00
2022-06-25 23:26:00,Mumbai,HOMICIDE,25,X,23:26:00
2022-06-25 23:23:00,Jaipur,VANDALISM,34,M,23:23:00
2022-06-25 02:01:00,Ahmedabad,TRAFFIC VIOLATION,31,F,02:01:00
2022-06-25 14:43:00,Rajkot,CYBERCRIME,69,X,14:43:00
2022-06-26 01:30:00,Lucknow,COUNTERFEITING,30,X,01:30:00
2022-06-25 05:09:00,Bangalore,DOMESTIC VIOLENCE,59,X,05:09:00
2022-06-26 01:42:00,Visakhapatnam,EXTORTION,58,F,01:42:00
2022-06-25 17:03:00,Pune,EXTORTION,59,F,17:03:00
2022-06-25 11:41:00,Indore,EXTORTION,22,F,11:41:00
2022-06-25 11:40:00,Agra,HOMICIDE,73,X,11:40:00
2022-06-26 09:06:00,Patna,IDENTITY THEFT,39,M,09:06:00
2022-06-25 13:57:00,Pune,IDENTITY THEFT,60,M,13:57:00
2022-06-25 22:37:00,Bangalore,ASSAULT,62,F,22:37:00
2022-06-25 13:06:00,Ghaziabad,HOMICIDE,26,M,13:06:00
2022-06-25 20:34:00,Bangalore,ASSAULT,54,X,20:34:00
2022-06-26 12:10:00,Bhopal,TRAFFIC VIOLATION,68,F,12:10:00
2022-06-26 09:21:00,Bangalore,DRUG OFFENSE,56,M,09:21:00
2022-06-26 11:46:00,Mumbai,COUNTERFEITING,49,F,11:46:00
2022-06-26 09:32:00,Delhi,COUNTERFEITING,15,M,09:32:00
2022-06-25 19:00:00,Delhi,CYBERCRIME,41,F,19:00:00
2022-06-26 10:05:00,Pune,ARSON,28,M,10:05:00
2022-06-26 06:36:00,Ahmedabad,SEXUAL ASSAULT,67,F,06:36:00
2022-06-26 14:09:00,Chennai,KIDNAPPING,43,M,14:09:00
2022-06-26 06:06:00,Delhi,BURGLARY,70,X,06:06:00
2022-06-26 04:40:00,Indore,DRUG OFFENSE,28,M,04:40:00
2022-06-26 20:57:00,Jaipur,SEXUAL ASSAULT,62,F,20:57:00
2022-06-26 17:59:00,Delhi,DOMESTIC VIOLENCE,47,M,17:59:00
2022-06-26 22:09:00,Agra,FIREARM OFFENSE,68,X,22:09:00
2022-06-27 00:56:00,Hyderabad,ASSAULT,51,F,00:56:00
2022-06-26 17:55:00,Pune,TRAFFIC VIOLATION,22,X,17:55:00
2022-06-26 15:42:00,Visakhapatnam,KIDNAPPING,30,F,15:42:00
2022-06-27 01:41:00,Delhi,DOMESTIC VIOLENCE,79,F,01:41:00
2022-06-26 15:59:00,Ahmedabad,ILLEGAL POSSESSION,25,X,15:59:00
2022-06-26 19:16:00,Mumbai,DRUG OFFENSE,31,M,19:16:00
2022-06-27 03:12:00,Jaipur,FIREARM OFFENSE,50,M,03:12:00
2022-06-27 03:04:00,Delhi,SEXUAL ASSAULT,65,M,03:04:00
2022-06-26 22:42:00,Pune,CYBERCRIME,14,M,22:42:00
2022-06-27 04:25:00,Pune,IDENTITY THEFT,67,X,04:25:00
2022-06-26 16:08:00,Hyderabad,PUBLIC INTOXICATION,21,X,16:08:00
2022-06-26 18:28:00,Pune,DOMESTIC VIOLENCE,71,X,18:28:00
2022-06-27 15:31:00,Chennai,PUBLIC INTOXICATION,12,F,15:31:00
2022-06-27 06:19:00,Delhi,VANDALISM,79,F,06:19:00
2022-06-27 16:38:00,Mumbai,VEHICLE - STOLEN,56,X,16:38:00
2022-06-26 22:16:00,Faridabad,EXTORTION,49,F,22:16:00
2022-06-27 04:08:00,Mumbai,ARSON,56,M,04:08:00
2022-06-27 11:58:00,Delhi,PUBLIC INTOXICATION,50,M,11:58:00
2022-06-26 22:22:00,Delhi,VANDALISM,30,X,22:22:00
2022-06-27 21:27:00,Pune,KIDNAPPING,42,X,21:27:00
2022-06-27 01:13:00,Jaipur,VEHICLE - STOLEN,65,F,01:13:00
2022-06-28 00:28:00,Delhi,SHOPLIFTING,18,M,00:28:00
2022-06-27 23:12:00,Kanpur,ARSON,28,F,23:12:00
2022-06-28 00:10:00,Chennai,KIDNAPPING,17,F,00:10:00
2022-06-27 10:21:00,Mumbai,SEXUAL ASSAULT,64,X,10:21:00
2022-06-27 05:14:00,Ahmedabad,ROBBERY,50,M,05:14:00
2022-06-28 04:05:00,Delhi,ILLEGAL POSSESSION,12,M,04:05:00
2022-06-27 20:13:00,Hyderabad,DOMESTIC VIOLENCE,19,F,20:13:00
2022-06-27 15:40:00,Kolkata,BURGLARY,58,F,15:40:00
2022-06-27 09:50:00,Patna,DOMESTIC VIOLENCE,26,X,09:50:00
2022-06-27 23:06:00,Ludhiana,ROBBERY,62,F,23:06:00
2022-06-27 11:42:00,Indore,HOMICIDE,37,X,11:42:00
2022-06-28 07:11:00,Delhi,SHOPLIFTING,47,M,07:11:00
2022-06-27 16:54:00,Delhi,CYBERCRIME,35,M,16:54:00
2022-06-28 12:52:00,Chennai,SEXUAL ASSAULT,17,F,12:52:00
2022-06-27 17:02:00,Mumbai,FIREARM OFFENSE,31,X,17:02:00
2022-06-27 18:38:00,Mumbai,DRUG OFFENSE,31,X,18:38:00
2022-06-28 04:31:00,Varanasi,FRAUD,11,M,04:31:00
2022-06-28 01:35:00,Hyderabad,ILLEGAL POSSESSION,24,X,01:35:00
2022-06-28 16:38:00,Hyderabad,ASSAULT,72,F,16:38:00
2022-06-28 18:58:00,Ahmedabad,IDENTITY THEFT,64,F,18:58:00
2022-06-28 04:38:00,Chennai,SEXUAL ASSAULT,37,M,04:38:00
2022-06-28 03:46:00,Visakhapatnam,SEXUAL ASSAULT,62,X,03:46:00
2022-06-28 18:40:00,Kolkata,BURGLARY,50,X,18:40:00
2022-06-28 00:21:00,Delhi,VANDALISM,25,F,00:21:00
2022-06-29 00:48:00,Delhi,ASSAULT,34,X,00:48:00
2022-06-28 23:03:00,Nashik,VANDALISM,50,M,23:03:00
2022-06-28 15:58:00,Delhi,IDENTITY THEFT,78,F,15:58:00
2022-06-29 03:07:00,Kanpur,IDENTITY THEFT,35,F,03:07:00
2022-06-29 00:57:00,Mumbai,ASSAULT,53,M,00:57:00
2022-06-28 09:28:00,Lucknow,ROBBERY,25,F,09:28:00
2022-06-28 08:40:00,Ahmedabad,KIDNAPPING,44,M,08:40:00
2022-06-28 23:44:00,Nagpur,EXTORTION,60,X,23:44:00
2022-06-29 07:57:00,Ahmedabad,SEXUAL ASSAULT,35,X,07:57:00
2022-06-29 05:46:00,Chennai,COUNTERFEITING,50,X,05:46:00
2022-06-28 13:27:00,Chennai,FRAUD,59,M,13:27:00
2022-06-29 03:13:00,Kolkata,HOMICIDE,34,M,03:13:00
2022-06-29 03:51:00,Delhi,DRUG OFFENSE,51,F,03:51:00
2022-06-28 23:03:00,Delhi,SEXUAL ASSAULT,25,F,23:03:00
2022-06-29 09:10:00,Bangalore,PUBLIC INTOXICATION,69,X,09:10:00
2022-06-29 00:21:00,Delhi,PUBLIC INTOXICATION,15,F,00:21:00
2022-06-29 15:39:00,Pune,DRUG OFFENSE,60,F,15:39:00
2022-06-29 17:15:00,Hyderabad,ILLEGAL POSSESSION,22,X,17:15:00
2022-06-29 08:16:00,Pune,FIREARM OFFENSE,46,F,08:16:00
2022-06-29 09:25:00,Bhopal,SEXUAL ASSAULT,33,F,09:25:00
2022-06-29 02:51:00,Lucknow,DRUG OFFENSE,49,F,02:51:00
2022-06-29 19:38:00,Mumbai,IDENTITY THEFT,59,F,19:38:00
2022-06-28 23:02:00,Kolkata,DOMESTIC VIOLENCE,76,X,23:02:00
2022-06-29 16:14:00,Chennai,DOMESTIC VIOLENCE,37,M,16:14:00
2022-06-29 11:53:00,Ahmedabad,ROBBERY,73,F,11:53:00
2022-06-29 06:42:00,Hyderabad,ARSON,56,F,06:42:00
2022-06-29 05:48:00,Delhi,KIDNAPPING,36,F,05:48:00
2022-06-29 07:15:00,Nashik,ROBBERY,31,M,07:15:00
2022-06-29 15:01:00,Ludhiana,SEXUAL ASSAULT,74,X,15:01:00
2022-06-30 01:57:00,Kolkata,PUBLIC INTOXICATION,35,X,01:57:00
2022-06-29 16:52:00,Lucknow,IDENTITY THEFT,54,M,16:52:00
2022-06-30 00:35:00,Chennai,ARSON,49,M,00:35:00
2022-06-30 00:36:00,Hyderabad,BURGLARY,31,F,00:36:00
2022-06-30 04:34:00,Bangalore,CYBERCRIME,16,F,04:34:00
2022-06-29 18:00:00,Agra,KIDNAPPING,66,X,18:00:00
2022-06-30 00:26:00,Chennai,FIREARM OFFENSE,33,M,00:26:00
2022-06-29 19:01:00,Delhi,IDENTITY THEFT,32,M,19:01:00
2022-06-30 04:45:00,Agra,PUBLIC INTOXICATION,59,F,04:45:00
2022-06-29 23:58:00,Mumbai,EXTORTION,23,M,23:58:00
2022-06-29 17:42:00,Bangalore,PUBLIC INTOXICATION,71,X,17:42:00
2022-06-30 00:08:00,Nagpur,TRAFFIC VIOLATION,10,F,00:08:00
2022-06-30 15:17:00,Meerut,DOMESTIC VIOLENCE,50,X,15:17:00
2022-06-30 04:09:00,Visakhapatnam,TRAFFIC VIOLATION,32,X,04:09:00
2022-06-30 00:45:00,Chennai,BURGLARY,37,M,00:45:00
2022-06-30 06:35:00,Pune,DOMESTIC VIOLENCE,76,F,06:35:00
2022-06-30 14:36:00,Kolkata,HOMICIDE,76,X,14:36:00
2022-06-30 07:59:00,Mumbai,COUNTERFEITING,73,M,07:59:00
2022-06-30 17:54:00,Delhi,ARSON,68,X,17:54:00
2022-06-30 11:53:00,Chennai,FIREARM OFFENSE,76,M,11:53:00
2022-06-30 17:36:00,Mumbai,VEHICLE - STOLEN,20,F,17:36:00
2022-06-30 11:27:00,Hyderabad,IDENTITY THEFT,51,X,11:27:00
2022-06-30 15:41:00,Kolkata,VANDALISM,15,F,15:41:00
2022-06-30 11:54:00,Kanpur,SEXUAL ASSAULT,11,F,11:54:00
2022-06-30 06:08:00,Delhi,VANDALISM,49,F,06:08:00
2022-07-01 00:23:00,Chennai,ASSAULT,61,M,00:23:00
2022-07-01 06:49:00,Mumbai,ILLEGAL POSSESSION,20,F,06:49:00
2022-07-01 04:07:00,Chennai,ARSON,51,M,04:07:00
2022-06-30 15:03:00,Delhi,COUNTERFEITING,33,M,15:03:00
2022-06-30 18:24:00,Ahmedabad,ASSAULT,38,M,18:24:00
2022-06-30 14:50:00,Delhi,DOMESTIC VIOLENCE,54,X,14:50:00
2022-07-01 09:27:00,Srinagar,SHOPLIFTING,56,F,09:27:00
2022-07-01 12:11:00,Ludhiana,ASSAULT,12,X,12:11:00
2022-07-01 02:43:00,Hyderabad,DRUG OFFENSE,33,M,02:43:00
2022-06-30 22:30:00,Delhi,ROBBERY,34,M,22:30:00
2022-07-01 15:17:00,Bangalore,COUNTERFEITING,52,M,15:17:00
2022-06-30 21:48:00,Kolkata,HOMICIDE,52,M,21:48:00
2022-07-01 00:51:00,Delhi,ARSON,60,X,00:51:00
2022-07-01 06:55:00,Bangalore,FIREARM OFFENSE,30,F,06:55:00
2022-07-01 20:32:00,Delhi,TRAFFIC VIOLATION,32,F,20:32:00
2022-07-01 12:23:00,Meerut,DOMESTIC VIOLENCE,72,X,12:23:00
2022-07-01 12:45:00,Delhi,SHOPLIFTING,73,F,12:45:00
2022-07-01 11:45:00,Mumbai,DRUG OFFENSE,65,M,11:45:00
2022-07-01 23:07:00,Ahmedabad,ROBBERY,79,X,23:07:00
2022-07-01 10:16:00,Indore,VANDALISM,40,X,10:16:00
2022-07-02 02:28:00,Chennai,VANDALISM,50,F,02:28:00
2022-07-01 21:42:00,Delhi,DRUG OFFENSE,14,M,21:42:00
2022-07-01 20:13:00,Delhi,IDENTITY THEFT,58,M,20:13:00
2022-07-02 03:10:00,Thane,PUBLIC INTOXICATION,55,M,03:10:00
2022-07-01 13:40:00,Kolkata,FIREARM OFFENSE,15,X,13:40:00
2022-07-02 04:53:00,Kanpur,KIDNAPPING,61,X,04:53:00
2022-07-02 00:14:00,Chennai,VEHICLE - STOLEN,52,F,00:14:00
2022-07-01 23:40:00,Jaipur,EXTORTION,15,X,23:40:00
2022-07-01 11:43:00,Delhi,BURGLARY,65,X,11:43:00
2022-07-02 02:37:00,Nagpur,KIDNAPPING,64,M,02:37:00
2022-07-01 20:37:00,Kolkata,COUNTERFEITING,44,X,20:37:00
2022-07-02 01:09:00,Delhi,FIREARM OFFENSE,33,X,01:09:00
2022-07-02 10:34:00,Delhi,VEHICLE - STOLEN,73,X,10:34:00
2022-07-01 22:20:00,Jaipur,CYBERCRIME,68,M,22:20:00
2022-07-01 19:35:00,Mumbai,DOMESTIC VIOLENCE,69,X,19:35:00
2022-07-02 07:24:00,Surat,ROBBERY,64,F,07:24:00
2022-07-02 18:23:00,Pune,TRAFFIC VIOLATION,38,X,18:23:00
2022-07-02 16:40:00,Jaipur,PUBLIC INTOXICATION,27,F,16:40:00
2022-07-01 22:40:00,Lucknow,HOMICIDE,63,F,22:40:00
2022-07-02 11:13:00,Delhi,DRUG OFFENSE,32,X,11:13:00
2022-07-02 00:26:00,Hyderabad,ARSON,67,F,00:26:00
2022-07-02 15:56:00,Kanpur,ROBBERY,79,M,15:56:00
2022-07-02 08:10:00,Bangalore,PUBLIC INTOXICATION,22,X,08:10:00
2022-07-02 08:17:00,Delhi,BURGLARY,32,X,08:17:00
2022-07-02 09:55:00,Agra,PUBLIC INTOXICATION,11,F,09:55:00
2022-07-02 20:59:00,Varanasi,SHOPLIFTING,35,F,20:59:00
2022-07-03 03:03:00,Pune,TRAFFIC VIOLATION,37,F,03:03:00
2022-07-02 14:42:00,Mumbai,BURGLARY,42,M,14:42:00
2022-07-02 15:58:00,Jaipur,VANDALISM,33,M,15:58:00
2022-07-02 14:33:00,Chennai,ROBBERY,23,F,14:33:00
2022-07-03 03:07:00,Patna,EXTORTION,61,M,03:07:00
2022-07-03 09:10:00,Pune,DRUG OFFENSE,44,F,09:10:00
2022-07-03 07:29:00,Mumbai,BURGLARY,34,X,07:29:00
2022-07-02 20:46:00,Mumbai,SEXUAL ASSAULT,78,F,20:46:00
2022-07-02 17:52:00,Kanpur,DRUG OFFENSE,14,M,17:52:00
2022-07-02 14:49:00,Mumbai,CYBERCRIME,56,X,14:49:00
2022-07-03 02:52:00,Ludhiana,BURGLARY,73,F,02:52:00
2022-07-02 23:37:00,Chennai,ILLEGAL POSSESSION,44,X,23:37:00
2022-07-03 11:38:00,Agra,BURGLARY,18,M,11:38:00
2022-07-03 08:15:00,Delhi,ROBBERY,68,X,08:15:00
2022-07-03 11:40:00,Bangalore,ROBBERY,54,X,11:40:00
2022-07-03 05:34:00,Pune,TRAFFIC VIOLATION,27,M,05:34:00
2022-07-03 05:06:00,Hyderabad,ARSON,36,X,05:06:00
2022-07-03 08:36:00,Varanasi,FRAUD,55,F,08:36:00
2022-07-03 08:39:00,Pune,VANDALISM,66,M,08:39:00
